age,job,marital,education,default,housing,loan,helper,contact,month,year,date,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,services,married,basic.9y,no,yes,no,35servicesmarriedbasic.9ynoyesnomon26,telephone,apr,2009,,mon,26,4,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,self-employed,married,university.degree,no,no,no,30self-employedmarrieduniversity.degreenononomon212,cellular,jun,2010,,mon,212,4,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
33,services,married,high.school,unknown,no,no,33servicesmarriedhigh.schoolunknownnonotue131,telephone,may,2008,,tue,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,married,basic.4y,no,yes,no,57blue-collarmarriedbasic.4ynoyesnotue145,cellular,may,2009,,tue,145,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
57,retired,single,basic.4y,no,yes,no,57retiredsinglebasic.4ynoyesnothu107,telephone,jun,2008,,thu,107,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,services,divorced,basic.4y,unknown,no,no,47servicesdivorcedbasic.4yunknownnonowed67,cellular,jul,2008,,wed,67,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,services,divorced,high.school,unknown,no,no,56servicesdivorcedhigh.schoolunknownnonofri185,telephone,may,2008,,fri,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,university.degree,no,yes,yes,38admin.marrieduniversity.degreenoyesyesfri62,cellular,aug,2008,,fri,62,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,admin.,divorced,high.school,no,yes,yes,40admin.divorcedhigh.schoolnoyesyesmon52,cellular,jul,2008,,mon,52,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,entrepreneur,married,university.degree,unknown,no,no,59entrepreneurmarrieduniversity.degreeunknownnonothu146,telephone,may,2008,,thu,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31,self-employed,single,university.degree,no,no,no,31self-employedsingleuniversity.degreenononowed854,cellular,dec,2009,,wed,854,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
34,technician,single,university.degree,no,yes,no,34techniciansingleuniversity.degreenoyesnothu244,cellular,aug,2008,,thu,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28,unemployed,single,basic.9y,no,no,yes,28unemployedsinglebasic.9ynonoyestue261,cellular,aug,2010,,tue,261,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
40,services,married,high.school,no,yes,yes,40servicesmarriedhigh.schoolnoyesyesfri141,telephone,may,2008,,fri,141,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
42,technician,married,high.school,no,yes,no,42technicianmarriedhigh.schoolnoyesnothu163,cellular,apr,2009,,thu,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
49,admin.,married,basic.9y,no,yes,no,49admin.marriedbasic.9ynoyesnomon161,cellular,aug,2008,,mon,161,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,admin.,married,high.school,unknown,yes,yes,48admin.marriedhigh.schoolunknownyesyesthu64,cellular,jul,2008,,thu,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
41,technician,single,university.degree,unknown,no,no,41techniciansingleuniversity.degreeunknownnonowed79,telephone,may,2008,,wed,79,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,technician,married,university.degree,no,yes,no,37technicianmarrieduniversity.degreenoyesnowed364,cellular,oct,2009,,wed,364,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,yes
39,services,married,high.school,no,yes,yes,39servicesmarriedhigh.schoolnoyesyesmon149,telephone,jun,2008,,mon,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,services,single,basic.6y,no,yes,yes,42servicessinglebasic.6ynoyesyeswed11,cellular,may,2009,,wed,11,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,married,high.school,no,no,no,32servicesmarriedhigh.schoolnononofri1090,cellular,apr,2009,,fri,1090,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
47,admin.,married,high.school,no,yes,no,47admin.marriedhigh.schoolnoyesnotue145,cellular,aug,2008,,tue,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
35,admin.,married,professional.course,no,no,no,35admin.marriedprofessional.coursenononotue139,cellular,jul,2008,,tue,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
60,admin.,married,basic.9y,no,yes,no,60admin.marriedbasic.9ynoyesnothu259,cellular,aug,2008,,thu,259,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
30,blue-collar,married,basic.9y,unknown,yes,no,30blue-collarmarriedbasic.9yunknownyesnothu18,cellular,jul,2008,,thu,18,11,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
54,entrepreneur,married,basic.9y,no,no,yes,54entrepreneurmarriedbasic.9ynonoyesfri249,telephone,jun,2008,,fri,249,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,blue-collar,married,basic.4y,unknown,yes,no,39blue-collarmarriedbasic.4yunknownyesnowed85,telephone,may,2008,,wed,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
61,unknown,single,basic.4y,no,yes,yes,61unknownsinglebasic.4ynoyesyestue131,cellular,may,2009,,tue,131,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
43,unemployed,married,basic.9y,unknown,yes,yes,43unemployedmarriedbasic.9yunknownyesyesmon252,cellular,nov,2008,,mon,252,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
32,technician,single,university.degree,unknown,no,no,32techniciansingleuniversity.degreeunknownnonowed857,telephone,may,2008,,wed,857,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
48,blue-collar,married,professional.course,no,yes,yes,48blue-collarmarriedprofessional.coursenoyesyestue231,telephone,may,2008,,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,entrepreneur,divorced,university.degree,no,no,yes,37entrepreneurdivorceduniversity.degreenonoyesthu95,cellular,may,2009,,thu,95,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
34,blue-collar,married,basic.6y,no,no,no,34blue-collarmarriedbasic.6ynononowed168,cellular,may,2009,,wed,168,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
41,admin.,married,university.degree,no,yes,no,41admin.marrieduniversity.degreenoyesnofri269,cellular,jul,2010,,fri,269,7,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,no
36,self-employed,married,high.school,unknown,yes,no,36self-employedmarriedhigh.schoolunknownyesnomon101,cellular,aug,2008,,mon,101,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,services,married,high.school,no,no,no,33servicesmarriedhigh.schoolnononowed147,telephone,may,2008,,wed,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,university.degree,no,yes,no,36admin.marrieduniversity.degreenoyesnotue120,telephone,jun,2008,,tue,120,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
58,housemaid,married,basic.4y,unknown,no,no,58housemaidmarriedbasic.4yunknownnonotue533,cellular,jul,2008,,tue,533,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,services,married,high.school,no,no,no,40servicesmarriedhigh.schoolnononomon377,cellular,apr,2009,,mon,377,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
36,management,married,university.degree,no,yes,no,36managementmarrieduniversity.degreenoyesnowed161,cellular,nov,2008,,wed,161,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
49,admin.,divorced,high.school,no,yes,no,49admin.divorcedhigh.schoolnoyesnotue181,cellular,may,2009,,tue,181,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
45,blue-collar,married,unknown,no,yes,yes,45blue-collarmarriedunknownnoyesyesfri637,cellular,apr,2009,,fri,637,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,self-employed,single,university.degree,no,no,yes,36self-employedsingleuniversity.degreenonoyesmon458,cellular,jun,2010,,mon,458,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes
32,unemployed,single,professional.course,no,yes,yes,32unemployedsingleprofessional.coursenoyesyeswed310,cellular,jun,2010,,wed,310,1,999,0,nonexistent,-1.7,94.055,-39.8,0.704,4991.6,yes
55,entrepreneur,divorced,unknown,no,no,no,55entrepreneurdivorcedunknownnononotue67,cellular,jul,2008,,tue,67,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28,blue-collar,married,basic.9y,no,yes,no,28blue-collarmarriedbasic.9ynoyesnomon497,cellular,jul,2008,,mon,497,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
76,retired,married,professional.course,unknown,yes,no,76retiredmarriedprofessional.courseunknownyesnotue352,cellular,jun,2010,,tue,352,1,3,1,success,-1.7,94.055,-39.8,0.761,4991.6,yes
46,management,married,university.degree,no,yes,no,46managementmarrieduniversity.degreenoyesnothu247,cellular,may,2009,,thu,247,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
28,management,single,university.degree,no,yes,no,28managementsingleuniversity.degreenoyesnotue368,cellular,sep,2009,,tue,368,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no
30,technician,married,high.school,unknown,yes,no,30technicianmarriedhigh.schoolunknownyesnothu115,cellular,may,2009,,thu,115,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
52,housemaid,single,university.degree,no,no,no,52housemaidsingleuniversity.degreenononothu188,cellular,jul,2008,,thu,188,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
42,technician,divorced,basic.9y,no,no,no,42techniciandivorcedbasic.9ynononotue474,telephone,may,2008,,tue,474,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,management,divorced,university.degree,no,no,no,51managementdivorceduniversity.degreenononotue269,telephone,may,2008,,tue,269,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,technician,unknown,high.school,no,yes,no,29technicianunknownhigh.schoolnoyesnowed536,cellular,aug,2008,,wed,536,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,housemaid,divorced,basic.4y,unknown,yes,yes,47housemaiddivorcedbasic.4yunknownyesyeswed475,telephone,nov,2008,,wed,475,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
56,technician,divorced,university.degree,no,no,no,56techniciandivorceduniversity.degreenononofri178,cellular,nov,2009,,fri,178,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
33,blue-collar,single,basic.4y,no,no,no,33blue-collarsinglebasic.4ynononotue313,cellular,may,2009,,tue,313,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
38,blue-collar,single,high.school,unknown,no,no,38blue-collarsinglehigh.schoolunknownnonothu147,cellular,jul,2008,,thu,147,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,university.degree,no,yes,no,32admin.singleuniversity.degreenoyesnothu210,cellular,jul,2010,,thu,210,2,15,1,success,-1.7,94.215,-40.3,0.846,4991.6,no
31,student,single,unknown,no,no,no,31studentsingleunknownnononothu243,cellular,may,2010,,thu,243,2,999,1,failure,-1.8,93.876,-40,0.677,5008.7,yes
35,self-employed,married,university.degree,no,no,yes,35self-employedmarrieduniversity.degreenonoyesthu188,telephone,may,2008,,thu,188,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
41,blue-collar,married,basic.6y,unknown,no,yes,41blue-collarmarriedbasic.6yunknownnoyestue178,cellular,may,2009,,tue,178,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
41,admin.,married,university.degree,no,yes,no,41admin.marrieduniversity.degreenoyesnotue95,cellular,nov,2009,,tue,95,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
30,services,married,high.school,unknown,no,no,30servicesmarriedhigh.schoolunknownnonowed629,telephone,may,2008,,wed,629,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin.,single,high.school,no,yes,no,36admin.singlehigh.schoolnoyesnofri245,cellular,apr,2009,,fri,245,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,self-employed,married,high.school,no,yes,no,38self-employedmarriedhigh.schoolnoyesnotue121,telephone,jul,2008,,tue,121,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28,student,single,unknown,unknown,yes,no,28studentsingleunknownunknownyesnowed453,cellular,aug,2010,,wed,453,1,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,no
35,admin.,married,university.degree,no,yes,no,35admin.marrieduniversity.degreenoyesnothu330,cellular,apr,2010,,thu,330,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes
42,technician,single,unknown,no,yes,no,42techniciansingleunknownnoyesnotue158,cellular,aug,2009,,tue,158,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no
40,unemployed,single,basic.4y,no,no,no,40unemployedsinglebasic.4ynononotue355,cellular,jun,2009,,tue,355,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
31,entrepreneur,single,basic.6y,unknown,yes,yes,31entrepreneursinglebasic.6yunknownyesyesfri8,telephone,jun,2008,,fri,8,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39,technician,single,university.degree,no,no,no,39techniciansingleuniversity.degreenononowed50,cellular,aug,2008,,wed,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
37,housemaid,married,basic.4y,no,no,no,37housemaidmarriedbasic.4ynononotue56,cellular,jul,2008,,tue,56,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
52,housemaid,married,basic.6y,no,yes,no,52housemaidmarriedbasic.6ynoyesnotue112,cellular,aug,2008,,tue,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33,admin.,married,university.degree,no,yes,no,33admin.marrieduniversity.degreenoyesnothu240,cellular,nov,2008,,thu,240,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,unemployed,married,university.degree,no,no,yes,37unemployedmarrieduniversity.degreenonoyesfri85,telephone,jul,2008,,fri,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
34,services,single,high.school,no,no,no,34servicessinglehigh.schoolnononotue29,telephone,jul,2008,,tue,29,16,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,no,no,no,32admin.singleuniversity.degreenononofri47,telephone,may,2008,,fri,47,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
56,blue-collar,married,basic.9y,unknown,no,no,56blue-collarmarriedbasic.9yunknownnonowed99,telephone,jun,2008,,wed,99,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
47,services,married,high.school,no,yes,no,47servicesmarriedhigh.schoolnoyesnomon140,cellular,aug,2008,,mon,140,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
41,technician,single,university.degree,no,no,no,41techniciansingleuniversity.degreenononothu186,cellular,jul,2008,,thu,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,admin.,single,university.degree,no,yes,no,34admin.singleuniversity.degreenoyesnomon145,cellular,aug,2008,,mon,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,admin.,married,university.degree,unknown,no,no,35admin.marrieduniversity.degreeunknownnonofri70,cellular,aug,2008,,fri,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
19,student,single,high.school,unknown,yes,no,19studentsinglehigh.schoolunknownyesnotue338,cellular,may,2009,,tue,338,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
28,unemployed,single,high.school,no,yes,no,28unemployedsinglehigh.schoolnoyesnowed203,telephone,jul,2008,,wed,203,1,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
41,blue-collar,divorced,basic.6y,no,yes,yes,41blue-collardivorcedbasic.6ynoyesyeswed343,telephone,may,2008,,wed,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
27,services,single,high.school,unknown,no,no,27servicessinglehigh.schoolunknownnonofri54,cellular,may,2009,,fri,54,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
36,blue-collar,married,basic.9y,no,yes,no,36blue-collarmarriedbasic.9ynoyesnomon57,cellular,apr,2008,,mon,57,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
35,blue-collar,married,basic.9y,no,yes,no,35blue-collarmarriedbasic.9ynoyesnotue231,cellular,nov,2008,,tue,231,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
32,services,single,basic.9y,no,no,no,32servicessinglebasic.9ynononowed168,cellular,jul,2008,,wed,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,management,married,professional.course,no,no,no,43managementmarriedprofessional.coursenononowed764,telephone,may,2008,,wed,764,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,admin.,married,university.degree,no,no,no,42admin.marrieduniversity.degreenononowed73,cellular,jul,2008,,wed,73,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,self-employed,single,basic.9y,no,no,yes,30self-employedsinglebasic.9ynonoyesmon5,telephone,oct,2010,,mon,5,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no
34,admin.,single,university.degree,no,no,no,34admin.singleuniversity.degreenononomon62,cellular,jun,2009,,mon,62,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
26,technician,married,professional.course,no,yes,no,26technicianmarriedprofessional.coursenoyesnotue345,telephone,may,2008,,tue,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,technician,single,professional.course,no,no,no,30techniciansingleprofessional.coursenononotue125,cellular,jul,2008,,tue,125,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
61,retired,married,basic.9y,no,no,no,61retiredmarriedbasic.9ynononothu165,cellular,apr,2010,,thu,165,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no
48,admin.,married,university.degree,no,yes,yes,48admin.marrieduniversity.degreenoyesyesmon179,cellular,jul,2008,,mon,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,blue-collar,married,basic.6y,no,yes,no,38blue-collarmarriedbasic.6ynoyesnowed382,telephone,jun,2008,,wed,382,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
50,blue-collar,married,unknown,unknown,no,no,50blue-collarmarriedunknownunknownnonothu84,cellular,jul,2008,,thu,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
32,technician,married,professional.course,no,yes,no,32technicianmarriedprofessional.coursenoyesnotue185,cellular,aug,2008,,tue,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,technician,married,high.school,no,no,no,36technicianmarriedhigh.schoolnononomon46,cellular,aug,2008,,mon,46,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,admin.,married,high.school,no,yes,no,28admin.marriedhigh.schoolnoyesnomon267,telephone,jun,2008,,mon,267,10,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
35,management,married,university.degree,no,no,yes,35managementmarrieduniversity.degreenonoyesmon67,telephone,aug,2008,,mon,67,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,single,high.school,no,no,no,37techniciansinglehigh.schoolnononomon394,telephone,jun,2008,,mon,394,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
48,blue-collar,married,basic.6y,no,yes,no,48blue-collarmarriedbasic.6ynoyesnotue130,telephone,jun,2008,,tue,130,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,unemployed,married,basic.4y,no,yes,no,35unemployedmarriedbasic.4ynoyesnomon57,cellular,nov,2008,,mon,57,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
47,technician,single,professional.course,no,yes,no,47techniciansingleprofessional.coursenoyesnomon108,cellular,jul,2008,,mon,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,no,no,29admin.singleuniversity.degreenononowed873,cellular,jul,2008,,wed,873,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
53,self-employed,married,university.degree,no,yes,no,53self-employedmarrieduniversity.degreenoyesnotue119,telephone,jun,2008,,tue,119,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27,services,married,high.school,unknown,no,yes,27servicesmarriedhigh.schoolunknownnoyesfri100,telephone,may,2008,,fri,100,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,services,married,high.school,no,yes,no,28servicesmarriedhigh.schoolnoyesnothu69,cellular,jul,2008,,thu,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
52,management,divorced,university.degree,no,yes,no,52managementdivorceduniversity.degreenoyesnomon161,cellular,nov,2008,,mon,161,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
39,admin.,married,basic.6y,unknown,no,no,39admin.marriedbasic.6yunknownnonowed1176,cellular,jul,2008,,wed,1176,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
56,retired,single,professional.course,unknown,yes,no,56retiredsingleprofessional.courseunknownyesnofri161,cellular,jul,2008,,fri,161,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,technician,married,professional.course,no,no,no,39technicianmarriedprofessional.coursenononomon77,cellular,aug,2008,,mon,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,admin.,married,university.degree,no,yes,no,33admin.marrieduniversity.degreenoyesnofri24,cellular,aug,2008,,fri,24,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
53,technician,married,professional.course,no,yes,no,53technicianmarriedprofessional.coursenoyesnofri384,telephone,sep,2009,,fri,384,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
32,blue-collar,married,professional.course,no,no,no,32blue-collarmarriedprofessional.coursenononofri278,telephone,may,2008,,fri,278,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29,unemployed,single,university.degree,no,yes,no,29unemployedsingleuniversity.degreenoyesnotue33,cellular,aug,2009,,tue,33,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,no
36,admin.,married,high.school,no,yes,no,36admin.marriedhigh.schoolnoyesnotue305,telephone,jul,2009,,tue,305,7,999,0,nonexistent,-2.9,92.469,-33.6,0.937,5076.2,no
24,technician,single,professional.course,no,no,no,24techniciansingleprofessional.coursenononofri582,cellular,may,2009,,fri,582,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
49,blue-collar,married,basic.9y,no,no,no,49blue-collarmarriedbasic.9ynononotue199,telephone,may,2008,,tue,199,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,admin.,single,university.degree,no,yes,no,28admin.singleuniversity.degreenoyesnotue187,cellular,may,2009,,tue,187,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
51,blue-collar,married,basic.4y,unknown,no,no,51blue-collarmarriedbasic.4yunknownnonomon200,cellular,jul,2008,,mon,200,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,unemployed,married,high.school,no,yes,yes,33unemployedmarriedhigh.schoolnoyesyesmon109,cellular,may,2009,,mon,109,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
34,technician,single,university.degree,no,yes,yes,34techniciansingleuniversity.degreenoyesyesthu38,cellular,aug,2008,,thu,38,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,technician,married,professional.course,no,no,no,35technicianmarriedprofessional.coursenononowed225,cellular,apr,2009,,wed,225,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
39,unemployed,single,university.degree,no,yes,no,39unemployedsingleuniversity.degreenoyesnomon387,cellular,dec,2009,,mon,387,1,6,2,success,-3,92.713,-33,0.706,5023.5,yes
34,management,married,university.degree,unknown,no,no,34managementmarrieduniversity.degreeunknownnonomon84,telephone,jun,2008,,mon,84,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,admin.,single,university.degree,no,yes,no,29admin.singleuniversity.degreenoyesnotue67,cellular,aug,2008,,tue,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
49,blue-collar,married,basic.9y,unknown,no,yes,49blue-collarmarriedbasic.9yunknownnoyesmon290,cellular,may,2009,,mon,290,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
32,admin.,single,university.degree,no,yes,no,32admin.singleuniversity.degreenoyesnomon8,cellular,may,2009,,mon,8,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
53,self-employed,married,basic.9y,no,yes,no,53self-employedmarriedbasic.9ynoyesnotue600,cellular,may,2009,,tue,600,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
51,blue-collar,single,basic.4y,unknown,no,no,51blue-collarsinglebasic.4yunknownnonofri448,telephone,may,2008,,fri,448,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,technician,single,university.degree,no,no,no,37techniciansingleuniversity.degreenononofri62,telephone,may,2008,,fri,62,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29,admin.,single,university.degree,no,yes,no,29admin.singleuniversity.degreenoyesnofri602,cellular,aug,2008,,fri,602,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,management,married,basic.4y,no,no,no,51managementmarriedbasic.4ynononomon104,cellular,jul,2008,,mon,104,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,admin.,single,university.degree,no,yes,no,30admin.singleuniversity.degreenoyesnowed617,cellular,jun,2009,,wed,617,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
41,management,married,unknown,no,yes,no,41managementmarriedunknownnoyesnofri143,telephone,jun,2008,,fri,143,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,blue-collar,married,basic.6y,no,yes,no,39blue-collarmarriedbasic.6ynoyesnothu476,cellular,may,2009,,thu,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
27,blue-collar,married,basic.4y,no,yes,no,27blue-collarmarriedbasic.4ynoyesnotue185,cellular,jul,2008,,tue,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,admin.,married,high.school,no,yes,no,26admin.marriedhigh.schoolnoyesnofri338,cellular,nov,2009,,fri,338,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
31,blue-collar,single,basic.9y,no,yes,no,31blue-collarsinglebasic.9ynoyesnotue115,telephone,may,2008,,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
49,retired,divorced,professional.course,no,yes,yes,49retireddivorcedprofessional.coursenoyesyestue128,telephone,aug,2008,,tue,128,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
